Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	Industry	Summary Quote
GSV	Gold Standard Ventures Corporation	1.25	104775136.3	n/a	n/a	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	http://www.nasdaq.com/symbol/gsv
AUMN	Golden Minerals Company	4.74	201821298.4	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/aumn
GSS	"Golden Star Resources, Ltd"	1.9	492130343	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/gss
GV	Goldfield Corporation (The)	2.02	51411735.08	n/a	n/a	Basic Industries	Water Supply	http://www.nasdaq.com/symbol/gv
GRC	Gorman-Rupp Company (The)	30.75	645654459.8	n/a	n/a	Capital Goods	Fluid Controls	http://www.nasdaq.com/symbol/grc
GHM	Graham Corporation	20.23	202093512.4	n/a	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/ghm
GTE	Gran Tierra Energy Inc.	5.67	1520573881	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/gte
GBG	"Great Basin Gold, Ltd."	0.087	48061969.93	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/gbg
GPL	Great Panther Silver Limited	1.65	227469085.8	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/gpl
GRH	GreenHunter Energy Inc	1.53	49385543.49	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/grh
GRH^C	GreenHunter Energy Inc	19.26	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/grh^c
SIM	"Grupo Simec, S.A. de C.V."	14.48	2402276468	n/a	1993	Basic Industries	Steel/Iron Ore	http://www.nasdaq.com/symbol/sim
GVP	"GSE Systems, Inc."	2.19	40182855.84	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/gvp
HWG	Hallwood Group Incorporated	8.9	13573977.4	n/a	n/a	Basic Industries	Textiles	http://www.nasdaq.com/symbol/hwg
HEB	"Hemispherx BioPharma, Inc."	0.2459	37133539.98	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/heb
HLM^	Hillman Group Capital Trust	30.3	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/hlm^
HMG	"HMG/Courtland Properties, Inc."	4.97	4931860.22	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/hmg
HH	"Hooper Holmes, Inc."	0.4	27934154.8	n/a	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/hh
HUSA	Houston American Energy Corporation	0.225	11740510.13	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/husa
IBIO	"iBio, Inc."	0.6849	32715683.37	n/a	n/a	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ibio
IBO	IBO (Listing Market - NYSE Amex Network B F)	n/a	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ibo
IEC	IEC Electronics Corp.	6.83	75311589.21	n/a	n/a	Technology	Electrical Products	http://www.nasdaq.com/symbol/iec
IG	"IGI Laboratories, Inc."	1.04	41966174.64	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/ig
IMUC	"ImmunoCellular Therapeutics, Ltd."	2.03	83458275.53	n/a	n/a	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/imuc
IMH	"Impac Mortgage Holdings, Inc."	14.17	112302677.1	n/a	1995	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/imh
IMO	Imperial Oil Limited	43.12	36548469354	n/a	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/imo
IOT	Income Opportunity Realty Trust	3.48	14505384.72	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/iot
IGC	India Globalization Capital Inc.	0.13	7808025.81	n/a	1987	Basic Industries	Military/Government/Technical	http://www.nasdaq.com/symbol/igc
IGC/U	India Globalization Capital Inc.	0.1092	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/igc/u
IGC/WS	India Globalization Capital Inc.	0.0018	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/igc/ws
INFU	"InfuSystems Holdings, Inc."	1.51	33191017.06	n/a	1992	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/infu
INV	Innovaro Inc	0.25	4000831.25	n/a	1997	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/inv
IHT	InnSuites Hospitality Trust	2	16776224	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/iht
INO	"Inovio Pharmaceuticals, Inc."	0.5032	70127854.1	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/ino
IFMI	"Institutional Financial Markets, Inc."	1.25	14731133.75	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/ifmi
IDN	"Intellicheck Mobilisia, Inc."	0.64	17743530.88	n/a	1999	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/idn
INS	Intelligent Systems Corporation	1.369	12263540.33	n/a	1992	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/ins
THM	International Tower Hill Mines Ltd	2.35	230461299.3	n/a	1984	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/thm
INUV	"Inuvo, Inc"	1.02	23967065.46	n/a	n/a	Consumer Services	Advertising	http://www.nasdaq.com/symbol/inuv
VKI	Invesco Advantage Municipal Income Trust II	13.4	594358165.8	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/vki
ICH	"Investors Capital Holdings, Ltd."	3.76	25115698.32	n/a	1997	Finance	Finance/Investors Services	http://www.nasdaq.com/symbol/ich
IPT	iParty Corporation	0.15	3664680.6	n/a	n/a	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/ipt
ISR	"IsoRay, Inc."	0.8	27678173.6	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/isr
ITI	"Iteris, Inc."	1.68	56453705.28	n/a	n/a	Consumer Durables	Telecommunications Equipment	http://www.nasdaq.com/symbol/iti
KGN	Keegan Resources Inc	4.04	343397325.5	n/a	n/a	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	http://www.nasdaq.com/symbol/kgn
KBX	Kimber Resources Inc	0.3822	31625378.26	n/a	n/a	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	http://www.nasdaq.com/symbol/kbx
KXM	Kobex Minerals Inc.	0.49	22580382.37	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/kxm
LTS	Ladenburg Thalmann Financial Services Inc	1.46	268045248.6	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/lts
LSG	Lake Shore Gold Corp	0.77	320053780.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lsg
LCI	Lannett Co Inc	5.09	144412976.1	n/a	n/a	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/lci
LAQ	"Latin America Equity Fund, Inc. (The)"	37.24	277382773.1	n/a	1991	n/a	n/a	http://www.nasdaq.com/symbol/laq
LGL	"LGL Group, Inc. (The)"	5.5899	14726082.87	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lgl
LBY	"Libbey, Inc."	19.57	404862868.4	n/a	1993	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/lby
LON	Loncor Resources Inc.	0.87	63892566.84	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/lon
LPH	Longwei Petroleum Investment Holding Limited	2.3	233413818.7	n/a	1973	Energy	Oil Refining/Marketing	http://www.nasdaq.com/symbol/lph
LEI	"Lucas Energy, Inc."	1.49	39778053.2	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/lei
MCZ	Mad Catz Interactive Inc	0.5164	32779728.84	n/a	n/a	Consumer Non-Durables	Recreational Products/Toys	http://www.nasdaq.com/symbol/mcz
MVG	Mag Silver Corporation	10.49	629545129.2	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/mvg
MHR^C	Magnum Hunter Resources Corporation	25.69	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mhr^c
MHR^D	Magnum Hunter Resources Corporation	43.099	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mhr^d
MHR^E	Magnum Hunter Resources Corporation	22.9	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mhr^e
MHE	Massachusetts Health and Education Tax-Exempt Trust	15.152	35739098.16	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/mhe
MHH	"Mastech Holdings, Inc"	5.2	16591452.8	n/a	n/a	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/mhh
MDGN	"Medgenics, Inc."	7.25	88884673.75	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/mdgn
MDGN/WS	"Medgenics, Inc."	2	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/mdgn/ws
MEET	"MeetMe, Inc."	3.52	130220657.6	n/a	n/a	Consumer Services	Advertising	http://www.nasdaq.com/symbol/meet
IPB	"Merrill Lynch & Co., Inc."	26.85	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/ipb
MEA	Metalico Inc	2.1	99893142.3	n/a	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/mea
MXC	Mexco Energy Corporation	6.39	13009714.11	n/a	1972	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/mxc
CCA	MFS California Insured Municipal Trust	12.34	34378462.58	n/a	1984	n/a	n/a	http://www.nasdaq.com/symbol/cca
MGT	MGT Capital Investments Inc	3.9	11845029.3	n/a	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/mgt
MSL	MidSouth Bancorp	17.03	178458681.3	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/msl
MDW	Midway Gold Corporation	1.48	189811921	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/mdw
MGH	Minco Gold Corporation	0.445	22418973.18	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/mgh
MGN	"Mines Management, Inc."	1.09	31609729.68	n/a	1985	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/mgn
MXA	Minnesota Municipal Income Portfolio Inc.	17.4199	72235848.39	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/mxa
MDM	Mountain Province Diamonds Inc.	4.05	381381011.6	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/mdm
MVF	"MuniVest Fund, Inc."	11.48	730371192.3	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/mvf
MZA	"MuniYield Arizona Fund, Inc."	15.6	71261564.4	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/mza
NHC	National HealthCare Corporation	49.5	693148797	n/a	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/nhc
NHC^A	National HealthCare Corporation	15.6	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nhc^a
NAVB	"Navidea Biopharmaceuticals, Inc."	2.88	309285020.2	n/a	n/a	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	http://www.nasdaq.com/symbol/navb
NBS	"Neostem, Inc."	0.622	100004262.5	n/a	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/nbs
NBW	Neuberger Berman California Intermediate Municipal Fund Inc.	15.81	87144720	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nbw
NHS	Neuberger Berman High Yield Strategies Fund	14.1	275084965.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nhs
NBH	Neuberger Berman Intermediate Municipal Fund Inc.	16.38	306666360	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nbh
NBO	Neuberger Berman New York Intermediate Municipal Fund Inc.	15.35	77640300	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nbo
NRO	"Neuberger Berman Real Estate Securities Income Fund, Inc."	4.68	261087119.3	n/a	2003	n/a	n/a	http://www.nasdaq.com/symbol/nro
CUR	"Neuralstem, Inc."	1.21	82267069.94	n/a	1973	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/cur
UWN	"Nevada Gold & Casinos, Inc."	0.81	12975952.14	n/a	n/a	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/uwn
NSU	Nevsun Resources Ltd	4.42	879504042.3	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/nsu
GBR	"New Concept Energy, Inc"	1.2312	2397066.372	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/gbr
NEWN	New Energy Systems Group.	0.48	7061630.88	n/a	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/newn
NEN	New England Realty Associates Limited Partnership	29.01	3755866.68	n/a	n/a	Consumer Services	Building operators	http://www.nasdaq.com/symbol/nen
NGD	NEW GOLD INC.	11.23	5345159092	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ngd
PAL	"North American Palladium, Ltd."	1.53	271005586	n/a	2000	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/pal
NAK	"Northern Dynasty Minerals, Ltd."	3.33	316349217.5	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/nak
NOG	"Northern Oil and Gas, Inc."	17.08	1084160720	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/nog
NBY	"NovaBay Pharmaceuticals, Inc."	1.13	33720317.57	n/a	2007	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/nby
NCQ	NovaCopper Inc.	1.99	92861935.11	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ncq
NG	Novagold Resources Inc.	4.83	1352045478	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ng
NTN	"NTN Buzztime, Inc."	0.2105	14963190.42	n/a	n/a	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/ntn
NLP	NTS Realty Holdings Limited Partnership	7.19	79775020.06	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/nlp
NTS	"NTS, Inc."	0.9198	37883431	n/a	n/a	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/nts
NEA	Nuveen AMT-Free Municipal Income Fund	15.2499	339194223.3	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nea
NFZ	Nuveen Arizona Dividend Advantage Municipal Fund	15.2504	23612377.32	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/nfz
NFZ^C	Nuveen Arizona Dividend Advantage Municipal Fund	10.01	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nfz^c
NKR	Nuveen Arizona Dividend Advantage Municipal Fund 2	15.73	38379611.27	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nkr
NXE	Nuveen Arizona Dividend Advantage Municipal Fund 3	14.98	45929129.4	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nxe
NKX	Nuveen California AMT-Free Municipal Income Fund	14.98	626293097.6	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nkx
NVX	Nuveen California Dividend Advantage Municipal Fund 2	15.8	233018968.8	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/nvx
NZH	Nuveen California Dividend Advantage Municipal Fund 3	14.57	351751854	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nzh
NCB	Nuveen California Municipal Value Fund 2	16.65	54743535	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ncb
NCU	Nuveen California Premium Income Municipal Fund	15.79	90487563.52	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/ncu
CFD	Nuveen Diversified Commodity Fund	20.3	187150572	n/a	1998	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/cfd
NXZ	Nuveen Dividend Advantage Municipal Fund 2	15.54	458094522.5	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/nxz
NZF	Nuveen Dividend Advantage Municipal Fund 3	15.3	618120428.4	n/a	2007	n/a	n/a	http://www.nasdaq.com/symbol/nzf
NVG	Nuveen Dividend Advantage Municipal Income Fund	15.63	465819327	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nvg
NKG	Nuveen Georgia Dividend Advantage Municipal Fund 2	14.96	157785049.8	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nkg
NKG^E	Nuveen Georgia Dividend Advantage Municipal Fund 2	10.03	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nkg^e
CTF	Nuveen Long/Short Commodity Total Return Fund	21.52	404576000	n/a	1986	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/ctf
NGX	Nuveen Massachusetts AMT-Free Municipal Income Fund	14.13	38536989.21	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/ngx
NMB	Nuveen Massachusetts Dividend Advantage Municipal Fund	15.08	29642740.92	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/nmb
NMB^C	Nuveen Massachusetts Dividend Advantage Municipal Fund	10.05	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nmb^c
NZW	Nuveen Michigan Dividend Advantage Municipal Fund	14.8336	30454656.49	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nzw
NZW^C	Nuveen Michigan Dividend Advantage Municipal Fund	10.04	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nzw^c
NOM	Nuveen Missouri Premium Income Municipal Fund	16.64	38692110.08	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/nom
NMZ	Nuveen Municipal High Income Opportunity Fund	14.19	419916794.6	n/a	2003	n/a	n/a	http://www.nasdaq.com/symbol/nmz
NXJ	Nuveen New Jersey Dividend Advantage Municipal Fund	15.66	102884821.9	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/nxj
NUJ	Nuveen New Jersey Dividend Advantage Municipal Fund 2	16.67	75439668.25	n/a	1991	n/a	n/a	http://www.nasdaq.com/symbol/nuj
NJV	Nuveen New Jersey Municipal Value Fund	17.41	27202933.49	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/njv
NRK	Nuveen New York AMT-Free Municipal Income Fund	15.39	53965958.4	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nrk
NXK	Nuveen New York Dividend Advantage Municipal Fund 2	15.3	99274294.8	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/nxk
NKO	Nuveen New York Dividend Advantage Municipal Income Fund	15.15	120247534.7	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nko
NYV	Nuveen New York Municipal Value Fund 2	15.99	37556720.37	n/a	2009	n/a	n/a	http://www.nasdaq.com/symbol/nyv
NXI	Nuveen Ohio Dividend Advantage Municipal Fund	16.41	69707727.21	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/nxi
NXI^D	Nuveen Ohio Dividend Advantage Municipal Fund	10.12	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nxi^d
NBJ	Nuveen Ohio Dividend Advantage Municipal Fund 2	16.09	50245530.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nbj
NBJ^A	Nuveen Ohio Dividend Advantage Municipal Fund 2	10.04	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nbj^a
NVJ	Nuveen Ohio Dividend Advantage Municipal Fund 3	17.04	36782118	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/nvj
NVJ^A	Nuveen Ohio Dividend Advantage Municipal Fund 3	10.04	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/nvj^a
NXM	Nuveen Pennsylvania Dividend Advantage Municipal Fund	15.3076	50851602.28	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/nxm
NVY	Nuveen Pennsylvania Dividend Advantage Municipal Fund 2	15.28	56935052.48	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/nvy
NPN	Nuveen Pennsylvania Municipal Value Fund	16.109	19642541.37	n/a	1992	n/a	n/a	http://www.nasdaq.com/symbol/npn
JRS	Nuveen Real Estate Fund	10.8	309046050	n/a	2001	n/a	n/a	http://www.nasdaq.com/symbol/jrs
OBT	Orbital Corporation Limited	3.25	9896750.5	n/a	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/obt
TIS	Orchids Paper Products Company	21.47	162806473.3	n/a	1988	Basic Industries	Paper	http://www.nasdaq.com/symbol/tis
ONP	"Orient Paper, Inc."	1.76	32489204	n/a	n/a	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/onp
OESX	"Orion Energy Systems, Inc."	1.7	34230559.1	n/a	2007	Consumer Durables	Building Products	http://www.nasdaq.com/symbol/oesx
OFI	"Overhill Farms, Inc."	4.49	72048982.56	n/a	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/ofi
PHF	"Pacholder High Yield Fund, Inc."	9.05	117442248.2	n/a	1988	n/a	n/a	http://www.nasdaq.com/symbol/phf
PBM	Pacific Booker Minerals Inc	6.21	76299407.19	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/pbm
PCG^A	Pacific Gas & Electric Co.	29.45	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^a
PCG^B	Pacific Gas & Electric Co.	27.19	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^b
PCG^C	Pacific Gas & Electric Co.	24.36	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^c
PCG^D	Pacific Gas & Electric Co.	25	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^d
PCG^E	Pacific Gas & Electric Co.	24.8	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^e
PCG^G	Pacific Gas & Electric Co.	24.9	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^g
PCG^H	Pacific Gas & Electric Co.	23.79	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^h
PCG^I	Pacific Gas & Electric Co.	24.94	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pcg^i
PTN	"Palatin Technologies, Inc."	0.617	24030861.7	n/a	1997	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ptn
PZG	Paramount Gold and Silver Corp.	2.39	352635379.8	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/pzg
PCYG	"Park City Group, Inc."	3.02	37068056.82	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/pcyg
PRK	Park National Corporation	66.35	1022586333	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/prk
PTX	"Pernix Therapeutics Holdings, Inc."	8.24	239894770.3	n/a	1993	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ptx
PIP	"PharmAthene, Inc"	1.17	56588201.28	n/a	1973	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pip
HNW	Pioneer Diversified High Income Trust	20.04	165880639.1	n/a	2007	n/a	n/a	http://www.nasdaq.com/symbol/hnw
PLG	Platinum Group Metals Ltd.	0.8349	148265334.1	n/a	1989	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/plg
PCC	PMC Commercial Trust	7.25	76774266.5	n/a	1993	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/pcc
PLM	Polymet Mining Corp.	0.93	169959384.2	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/plm
PW	Power REIT	10.12	16427290	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/pw
APTS	"Preferred Apartment Communities, Inc."	7.89	40880299.2	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/apts
PBTH	"PROLOR Biotech, Inc."	5.13	325268255.3	n/a	n/a	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pbth
PLX	"Protalix BioTherapeutics, Inc."	5.4	504711912.6	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/plx
PDO	Pyramid Oil Co	4.05	18986744.25	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/pdo
QMM	Quaterra Resources Inc	0.3419	53490003.7	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/qmm
QRM	Quest Rare Minerals Ltd	1.16	71763033.44	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/qrm
RLGT	"Radiant Logistics, Inc."	1.6	52866288	n/a	n/a	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/rlgt
REE	Rare Element Resources Ltd.	3.64	163160251.8	n/a	1992	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ree
UTG	Reaves Utility Income Fund	24.25	560182372	n/a	2004	n/a	n/a	http://www.nasdaq.com/symbol/utg
REED	"Reeds, Inc."	5.9	70698785.5	n/a	1986	n/a	n/a	http://www.nasdaq.com/symbol/reed
RWC	RELM Wireless Corporation	1.7	23027319.4	n/a	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/rwc
RCG	"Renaissance Capital Growth & Income Fund III, Inc."	1.4399	6427666.083	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rcg
RTK	"Rentech, Inc."	2.73	602920805.8	n/a	1991	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/rtk
RVP	"Retractable Technologies, Inc."	0.95	25909505.8	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/rvp
RVM	Revett Minerals Inc.	2.76	95176908.12	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/rvm
RNN	"Rexahn Pharmaceuticals, Inc."	0.3194	30453402.53	n/a	n/a	Consumer Durables	Major Pharmaceuticals	http://www.nasdaq.com/symbol/rnn
RIC	"Richmont Mines, Inc."	3.01	119081930	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ric
RIF	RMR Real Estate Income Fund.	18.3914	140721925.8	n/a	2002	n/a	n/a	http://www.nasdaq.com/symbol/rif
RPI	"Roberts Realty Investors, Inc."	1.15	12238217.2	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rpi
RBY	Rubicon Minerals Corp	2.64	759279792.5	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/rby
BQY	S&P Quality Rankings Glbl Equ Mngd Tr	12.38	74688886.64	n/a	2004	n/a	n/a	http://www.nasdaq.com/symbol/bqy
SGA	"Saga Communications, Inc."	46.75	198683245.8	n/a	1992	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/sga
SSN	Samson Oil & Gas Limited	0.87	76626808.17	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ssn
SDO^A	San Diego Gas & Electric Company	24.98	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/sdo^a
